['TIL-103D', '17:40', '19:00', 'Monday']
['TIL-205', '08:30', '11:30', 'Tuesday']
['TIL-205', '08:30', '11:30', 'Thursday']
['TIL-205', '08:30', '11:30', 'Wednesday']
['TIL-205', '08:30', '11:30', 'Monday']
['HCK-138', '15:50', '17:10', 'Monday']
['HCK-138', '15:50', '17:10', 'Wednesday']
['SC-123', '15:50', '17:10', 'Monday']
['SC-123', '15:50', '17:10', 'Wednesday']
['LSH-A102', '08:30', '09:50', 'Tuesday']
['LSH-A102', '08:30', '09:50', 'Friday']
['TIL-254', '10:20', '11:40', 'Monday']
['TIL-254', '10:20', '11:40', 'Thursday']
['ABE-2225', '17:40', '19:00', 'Monday']
['ABE-2225', '17:40', '19:00', 'Wednesday']
['TIL-232', '08:30', '09:50', 'Monday']
['TIL-232', '08:30', '09:50', 'Thursday']
['ABW-2160', '12:10', '13:30', 'Monday']
['ABW-2160', '12:10', '13:30', 'Thursday']
['PSY-101', '15:50', '18:50', 'Tuesday']
['PSY-101', '12:10', '15:10', 'Monday']
['PSY-101', '17:40', '20:40', 'Thursday']
['PSY-101', '15:50', '18:50', 'Wednesday']
['PSY-101', '10:20', '13:20', 'Wednesday']
['PSY-101', '08:30', '11:30', 'Thursday']
['ABW-2160', '14:00', '15:20', 'Monday']
['ABW-2160', '14:00', '15:20', 'Wednesday']
['BRR-1095', '08:30', '09:50', 'Monday']
['BRR-1095', '08:30', '09:50', 'Thursday']
['HCK-101', '10:20', '11:40', 'Monday']
['HCK-101', '10:20', '11:40', 'Thursday']
['HCK-211', '15:50', '17:10', 'Tuesday']
['FS-101', '14:00', '15:20', 'Wednesday']
['TIL-226', '15:50', '18:50', 'Friday']
['TIL-103B', '12:10', '15:10', 'Monday']
['TIL-103A', '14:00', '17:00', 'Thursday']
['TIL-205', '12:10', '15:10', 'Tuesday']
['MI-100', '14:00', '15:20', 'Tuesday']
['MI-100', '14:00', '15:20', 'Thursday']
['LSH-B269', '15:50', '17:10', 'Monday']
['LSH-B269', '15:50', '17:10', 'Wednesday']
['TIL-257', '12:10', '13:30', 'Monday']
['TIL-257', '12:10', '13:30', 'Thursday']
['SEC-220', '15:50', '17:10', 'Tuesday']
['SEC-220', '15:50', '17:10', 'Thursday']
['HCK-112', '10:20', '11:40', 'Monday']
['HCK-112', '10:20', '11:40', 'Thursday']
['SC-204', '15:50', '17:10', 'Tuesday']
['SC-204', '15:50', '17:10', 'Thursday']
['SC-216', '14:00', '15:20', 'Tuesday']
['SC-216', '14:00', '15:20', 'Thursday']
['RAB-110B', '17:40', '19:00', 'Monday']
['RAB-110B', '17:40', '19:00', 'Wednesday']
['SC-105', '10:20', '11:40', 'Thursday']
['RAB-110B', '15:50', '17:10', 'Monday']
['RAB-110B', '15:50', '17:10', 'Wednesday']
['VD-211', '14:00', '15:20', 'Monday']
['VD-211', '14:00', '15:20', 'Wednesday']
['SC-206', '19:30', '20:50', 'Tuesday']
['LSH-B112', '12:10', '13:30', 'Monday']
['LSH-B112', '12:10', '13:30', 'Thursday']
['CA-A2', '10:20', '11:40', 'Monday']
['CA-A2', '10:20', '11:40', 'Thursday']
['SC-221', '12:10', '13:30', 'Tuesday']
['SC-204', '08:30', '11:30', 'Wednesday']
['FH-B2', '10:20', '13:20', 'Monday']
['MU-208', '10:20', '13:20', 'Tuesday']
['HCK-112', '12:10', '13:30', 'Monday']
['HCK-112', '12:10', '13:30', 'Thursday']
['SC-206', '12:10', '13:30', 'Tuesday']
['FH-A4', '17:40', '19:00', 'Tuesday']
['FH-A4', '17:40', '19:00', 'Thursday']
['SC-105', '15:50', '17:10', 'Monday']
['SC-106', '14:00', '15:20', 'Monday']
['SC-106', '14:00', '15:20', 'Wednesday']
['ABW-4050', '10:35', '11:30', 'Wednesday']
['SC-121', '12:10', '13:30', 'Monday']
['SC-121', '12:10', '13:30', 'Wednesday']
['SC-121', '12:10', '13:30', 'Thursday']
['ABE-2200', '12:10', '13:30', 'Monday']
['ABE-2200', '12:10', '13:30', 'Wednesday']
['ABE-2200', '12:10', '13:30', 'Thursday']
['MU-115', '10:20', '11:40', 'Monday']
['MU-115', '10:20', '11:40', 'Thursday']
['ABE-2200', '14:00', '15:20', 'Monday']
['ABE-2200', '14:00', '15:20', 'Wednesday']
['SC-204', '14:00', '15:20', 'Monday']
['SC-204', '14:00', '15:20', 'Wednesday']
['ABW-1100', '14:00', '15:20', 'Monday']
['ABW-1100', '14:00', '15:20', 'Wednesday']
['HCK-214', '12:10', '13:30', 'Monday']
['HCK-214', '12:10', '13:30', 'Thursday']
['HCK-207', '15:50', '18:50', 'Wednesday']
['ABE-2225', '14:15', '15:10', 'Monday']
['ABE-2225', '14:15', '15:10', 'Wednesday']
['ABE-4450', '08:45', '09:40', 'Wednesday']
['HH-B3', '16:05', '17:00', 'Monday']
['HH-B3', '12:25', '13:20', 'Monday']
['ABE-4400', '16:05', '17:00', 'Monday']
['ABE-4400', '16:05', '17:00', 'Wednesday']
['ABE-4400', '08:45', '09:40', 'Wednesday']
['BE-100', '10:35', '11:30', 'Tuesday']
['BE-100', '10:35', '11:30', 'Friday']
['TIL-204', '16:05', '17:00', 'Friday']
['TIL-204', '14:15', '15:10', 'Friday']
['TIL-111', '08:45', '09:40', 'Tuesday']
['TIL-207', '17:55', '18:50', 'Tuesday']
['TIL-204', '16:05', '17:00', 'Tuesday']
['TIL-204', '14:15', '15:10', 'Tuesday']
['TIL-242', '19:30', '20:50', 'Tuesday']
['TIL-242', '19:30', '20:50', 'Thursday']
['ABW-2160', '15:50', '17:10', 'Tuesday']
['ABW-2160', '15:50', '17:10', 'Thursday']
['TIL-242', '10:20', '11:40', 'Monday']
['TIL-242', '10:20', '11:40', 'Thursday']
['ABW-1170', '15:50', '17:10', 'Monday']
['ABW-1170', '15:50', '17:10', 'Wednesday']
['HH-A7', '14:00', '15:20', 'Tuesday']
['HH-A7', '14:00', '15:20', 'Thursday']
['TIL-242', '12:10', '13:30', 'Monday']
['TIL-242', '12:10', '13:30', 'Thursday']
['FH-A6', '14:00', '15:20', 'Tuesday']
['FH-A6', '14:00', '15:20', 'Thursday']
['MU-115', '10:35', '11:30', 'Tuesday']
['MU-111', '12:25', '13:20', 'Tuesday']
['ABE-1180', '19:30', '20:50', 'Monday']
['ABE-1180', '19:30', '20:50', 'Wednesday']
['ABW-1170', '14:00', '15:20', 'Monday']
['ABW-1170', '14:00', '15:20', 'Wednesday']
['FH-B2', '15:50', '17:10', 'Tuesday']
['FH-B2', '15:50', '17:10', 'Thursday']
['BRR-5101', '19:30', '20:50', 'Monday']
['BRR-5101', '19:30', '20:50', 'Wednesday']
['LSH-A142', '08:30', '09:50', 'Monday']
['LSH-A142', '08:30', '09:50', 'Thursday']
['LSH-A142', '14:00', '15:20', 'Monday']
['LSH-A142', '14:00', '15:20', 'Wednesday']
['ABW-1170', '19:30', '20:50', 'Tuesday']
['ABW-1170', '19:30', '20:50', 'Thursday']
['LSH-A142', '17:40', '19:00', 'Monday']
['LSH-A142', '17:40', '19:00', 'Wednesday']
['LSH-A142', '12:10', '13:30', 'Tuesday']
['LSH-A142', '12:10', '13:30', 'Friday']
['LSH-B267', '19:30', '20:50', 'Tuesday']
['LSH-B267', '19:30', '20:50', 'Thursday']
['FH-A5', '15:50', '17:10', 'Tuesday']
['FH-A5', '15:50', '17:10', 'Thursday']
['CI-212', '17:40', '19:00', 'Monday']
['CI-212', '17:40', '19:00', 'Wednesday']
['CA-A5', '15:50', '17:10', 'Tuesday']
['CA-A5', '15:50', '17:10', 'Thursday']
['CDL-109', '15:50', '17:10', 'Tuesday']
['CDL-109', '15:50', '17:10', 'Thursday']
['CA-A5', '08:30', '09:50', 'Monday']
['CA-A5', '08:30', '09:50', 'Thursday']
['TIL-246', '14:00', '15:20', 'Monday']
['LSH-B111', '16:05', '17:00', 'Wednesday']
['LSH-A121', '12:25', '13:20', 'Thursday']
['TIL-116', '14:00', '15:20', 'Tuesday']
['TIL-116', '14:00', '15:20', 'Thursday']
['LSH-B116', '16:05', '17:00', 'Thursday']
['BE-119', '17:55', '18:50', 'Thursday']
['HCK-114', '12:25', '13:20', 'Wednesday']
['HCK-114', '12:25', '13:20', 'Tuesday']
['TIL-209', '10:20', '11:40', 'Monday']
['TIL-209', '10:20', '11:40', 'Thursday']
['LSH-A139', '16:05', '17:00', 'Monday']
['LSH-B109', '12:25', '13:20', 'Thursday']
['CI-201', '12:10', '13:30', 'Monday']
['CI-201', '12:10', '13:30', 'Thursday']
['HC-S120', '14:15', '15:10', 'Thursday']
['ABE-2250', '16:05', '17:00', 'Thursday']
['RAB-204', '10:20', '11:40', 'Monday']
['RAB-204', '10:20', '11:40', 'Thursday']
['FH-A2', '14:00', '15:20', 'Tuesday']
['FH-A2', '14:00', '15:20', 'Thursday']
['HH-A4', '14:00', '15:20', 'Tuesday']
['HH-A4', '14:00', '15:20', 'Thursday']
['DAV-128', '14:00', '16:40', 'Wednesday']
['DAV-128', '10:20', '13:00', 'Thursday']
['DAV-128', '10:20', '13:00', 'Monday']
['DAV-122', '10:20', '13:20', 'Tuesday']
['HC-S120', '15:50', '17:10', 'Tuesday']
['HC-S120', '15:50', '17:10', 'Thursday']
['ABE-2200', '08:30', '09:50', 'Monday']
['ABE-2200', '08:30', '09:50', 'Thursday']
['SC-115', '17:40', '19:00', 'Monday']
['SC-115', '17:40', '19:00', 'Wednesday']
['ABE-2200', '14:00', '15:20', 'Tuesday']
['ABE-2200', '14:00', '15:20', 'Thursday']
['ABE-3200', '08:30', '09:50', 'Monday']
['ABE-3200', '08:30', '09:50', 'Thursday']
['ABW-3100', '08:30', '09:50', 'Monday']
['ABW-3100', '08:30', '09:50', 'Thursday']
['HC-S124', '15:50', '17:10', 'Monday']
['HC-S124', '15:50', '17:10', 'Wednesday']
['SC-114', '08:30', '09:50', 'Monday']
['SC-114', '08:30', '09:50', 'Thursday']
['HC-E128', '17:40', '19:00', 'Tuesday']
['HC-E128', '17:40', '19:00', 'Thursday']
['HC-E128', '12:10', '13:30', 'Wednesday']
['ABW-2100', '15:50', '17:10', 'Tuesday']
['ABW-2100', '15:50', '17:10', 'Thursday']
['HC-N106', '14:00', '15:20', 'Monday']
['HC-N106', '14:00', '15:20', 'Wednesday']
['SPR-403', '17:40', '19:00', 'Tuesday']
['HC-S120', '15:50', '17:10', 'Monday']
['HC-S120', '15:50', '17:10', 'Wednesday']
['HC-S124', '14:00', '15:20', 'Monday']
['HC-S124', '14:00', '15:20', 'Wednesday']
['SPR-403', '17:40', '20:50', 'Monday']
['SPR-403', '17:40', '20:50', 'Wednesday']
['LOR-115', '15:50', '17:10', 'Monday']
['LOR-115', '15:50', '17:10', 'Wednesday']
['LOR-115', '17:40', '19:00', 'Monday']
['LOR-115', '17:40', '19:00', 'Wednesday']
['LOR-115', '12:10', '13:30', 'Monday']
['LOR-115', '12:10', '13:30', 'Thursday']
['FNH-205', '10:20', '11:40', 'Tuesday']
['FNH-205', '10:20', '11:40', 'Friday']
['LOR-115', '08:30', '09:50', 'Tuesday']
['LOR-115', '08:30', '09:50', 'Friday']
['HSB-206', '10:20', '11:40', 'Monday']
['HSB-206', '10:20', '11:40', 'Thursday']
['LOR-115', '12:10', '13:30', 'Tuesday']
['LOR-115', '12:10', '13:30', 'Friday']
['HCK-209', '14:00', '15:20', 'Monday']
['HCK-209', '14:00', '15:20', 'Wednesday']
['HSB-206', '12:10', '13:30', 'Tuesday']
['HSB-206', '12:10', '13:30', 'Friday']
['FOR-138B', '14:00', '15:20', 'Monday']
['FOR-138B', '14:00', '15:20', 'Wednesday']
['HCK-201', '14:00', '15:20', 'Tuesday']
['HCK-201', '14:00', '15:20', 'Thursday']
['FNH-205', '17:40', '19:00', 'Tuesday']
['FNH-205', '17:40', '19:00', 'Thursday']
['TIL-125', '17:40', '19:00', 'Tuesday']
['TIL-125', '17:40', '19:00', 'Thursday']
['LSH-A140', '19:30', '20:50', 'Tuesday']
['LSH-A140', '19:30', '20:50', 'Thursday']
['BE-201', '15:50', '17:10', 'Tuesday']
['BE-201', '15:50', '17:10', 'Thursday']
['SEC-217', '17:40', '19:00', 'Monday']
['SEC-217', '17:40', '19:00', 'Wednesday']
['HSB-206', '17:40', '19:00', 'Monday']
['HSB-206', '17:40', '19:00', 'Wednesday']
['MI-100', '10:20', '11:40', 'Tuesday']
['MI-100', '10:20', '11:40', 'Friday']
['TIL-254', '17:40', '19:00', 'Tuesday']
['TIL-254', '17:40', '19:00', 'Thursday']
['RWH-105', '17:40', '19:00', 'Monday']
['RWH-105', '17:40', '19:00', 'Wednesday']
['EN-B120', '19:30', '22:30', 'Wednesday']
['TIL-254', '10:20', '11:40', 'Wednesday']
['TIL-254', '15:50', '17:10', 'Friday']
['HCK-101', '14:00', '15:20', 'Tuesday']
['HCK-101', '14:00', '15:20', 'Thursday']
['EN-B120', '08:30', '09:50', 'Monday']
['EN-B120', '08:30', '09:50', 'Thursday']
['EN-B120', '17:40', '20:40', 'Tuesday']
['EN-B120', '17:40', '19:00', 'Monday']
['EN-B120', '17:40', '19:00', 'Wednesday']
['VH-105', '15:50', '18:50', 'Wednesday']
['MI-100', '15:50', '17:10', 'Tuesday']
['MI-100', '15:50', '17:10', 'Thursday']
['LSH-B269', '17:40', '19:00', 'Monday']
['LSH-B269', '17:40', '19:00', 'Wednesday']
['LSH-B267', '12:10', '13:30', 'Monday']
['LSH-B267', '12:10', '13:30', 'Thursday']
['ABE-2225', '17:40', '19:00', 'Tuesday']
['ABE-2225', '17:40', '19:00', 'Thursday']
['ARC-107', '15:50', '17:10', 'Monday']
['ARC-107', '15:50', '17:10', 'Wednesday']
['LSH-B267', '14:00', '15:20', 'Monday']
['LSH-B267', '14:00', '15:20', 'Wednesday']
['SEC-205', '17:40', '20:40', 'Tuesday']
['SEC-202', '08:30', '11:30', 'Tuesday']
['FS-105', '12:10', '13:30', 'Monday']
['FS-105', '12:10', '13:30', 'Thursday']
['EN-B120', '12:10', '13:30', 'Tuesday']
['EN-B120', '12:10', '13:30', 'Friday']
['FBO-108', '15:50', '17:10', 'Monday']
['FBO-108', '15:50', '17:10', 'Wednesday']
['EN-B120', '19:30', '22:30', 'Monday']
['TIL-254', '08:30', '09:50', 'Tuesday']
['TIL-254', '08:30', '09:50', 'Friday']
['MI-100', '14:00', '15:20', 'Monday']
['MI-100', '14:00', '15:20', 'Wednesday']
['EN-B120', '15:50', '18:50', 'Thursday']
['BME-102', '17:40', '20:40', 'Monday']
['TIL-116', '14:00', '15:20', 'Monday']
['TIL-116', '14:00', '15:20', 'Wednesday']
['SEC-118', '14:00', '15:20', 'Tuesday']
['SEC-118', '14:00', '15:20', 'Thursday']
['EN-B120', '10:20', '11:40', 'Wednesday']
['EN-B120', '15:50', '17:10', 'Friday']
['MI-100', '17:40', '20:40', 'Monday']
['TIL-254', '10:20', '11:40', 'Tuesday']
['TIL-254', '10:20', '11:40', 'Friday']
['RAB-104', '08:30', '09:50', 'Monday']
['RAB-104', '08:30', '09:50', 'Thursday']
['RAB-104', '12:10', '13:30', 'Tuesday']
['RAB-104', '12:10', '13:30', 'Friday']
['TIL-103A', '12:10', '13:30', 'Monday']
['TIL-103A', '12:10', '13:30', 'Thursday']
['TIL-103C', '15:50', '17:10', 'Monday']
['TIL-103C', '15:50', '17:10', 'Wednesday']
['TIL-103B', '15:50', '17:10', 'Tuesday']
['TIL-103B', '15:50', '17:10', 'Thursday']
['MU-204', '17:40', '19:00', 'Monday']
['MU-204', '17:40', '19:00', 'Wednesday']
['ARC-204', '14:00', '15:20', 'Tuesday']
['ARC-204', '14:00', '15:20', 'Thursday']
['ARC-204', '14:00', '15:20', 'Monday']
['ARC-204', '14:00', '15:20', 'Wednesday']
['FH-B6', '10:20', '11:40', 'Monday']
['FH-B6', '10:20', '11:40', 'Thursday']
['KLG-008', '12:10', '13:30', 'Tuesday']
['KLG-008', '12:10', '13:30', 'Friday']
['KLG-008', '10:20', '11:40', 'Tuesday']
['KLG-008', '10:20', '11:40', 'Friday']
['KLG-008', '12:10', '13:30', 'Monday']
['KLG-008', '12:10', '13:30', 'Thursday']
['KLG-008', '15:50', '17:10', 'Tuesday']
['KLG-008', '15:50', '17:10', 'Thursday']
['KLG-008', '14:00', '15:20', 'Tuesday']
['KLG-008', '14:00', '15:20', 'Thursday']
['KLG-008', '08:30', '09:50', 'Monday']
['KLG-008', '08:30', '09:50', 'Thursday']
['KLG-008', '15:50', '17:10', 'Monday']
['KLG-008', '15:50', '17:10', 'Wednesday']
['KLG-008', '17:40', '19:00', 'Tuesday']
['KLG-008', '17:40', '19:00', 'Thursday']
['HCK-132', '19:30', '20:50', 'Tuesday']
['HCK-132', '19:30', '20:50', 'Thursday']
['KLG-002', '12:10', '13:30', 'Monday']
['KLG-002', '12:10', '13:30', 'Thursday']
['SEC-206', '10:20', '11:40', 'Monday']
['SEC-206', '10:20', '11:40', 'Thursday']
['KLG-008', '14:00', '15:20', 'Monday']
['KLG-008', '14:00', '15:20', 'Wednesday']
['SC-204', '19:30', '20:50', 'Tuesday']
['SC-204', '19:30', '20:50', 'Thursday']
['RAB-104', '15:50', '17:10', 'Tuesday']
['RAB-104', '15:50', '17:10', 'Thursday']
['HCK-117', '14:00', '15:20', 'Tuesday']
['HCK-117', '14:00', '15:20', 'Thursday']
['RAB-207', '15:50', '17:10', 'Tuesday']
['RAB-207', '15:50', '17:10', 'Thursday']
['KLG-008', '19:30', '20:50', 'Wednesday']
['KLG-010', '14:00', '15:20', 'Friday']
['KLG-002', '17:40', '19:00', 'Monday']
['KLG-008', '17:40', '19:00', 'Monday']
['KLG-010', '17:40', '19:00', 'Monday']
['KLG-017', '17:40', '19:00', 'Monday']
['HCK-207', '17:40', '19:00', 'Monday']
['RAB-209B', '17:40', '19:00', 'Monday']
['WIL-106', '12:10', '13:30', 'Tuesday']
['KLG-008', '08:30', '11:30', 'Wednesday']
['SC-205', '15:50', '17:10', 'Monday']
['SC-205', '15:50', '17:10', 'Wednesday']
['HSB-106', '14:00', '15:20', 'Tuesday']
['HSB-106', '14:00', '15:20', 'Thursday']
['RAB-204', '12:10', '15:10', 'Wednesday']
['BE-251', '12:10', '13:30', 'Monday']
['BE-251', '12:10', '13:30', 'Thursday']
['HCK-210', '15:50', '17:10', 'Monday']
['HCK-210', '15:50', '17:10', 'Wednesday']
['CI-114B', '14:00', '17:00', 'Monday']
['HCK-211', '10:20', '13:20', 'Tuesday']
['RJC-103', '10:20', '13:20', 'Wednesday']
['HCK-119', '08:30', '11:30', 'Wednesday']
['SC-121', '10:20', '11:40', 'Thursday']
['FH-B4', '16:05', '17:00', 'Tuesday']
['FH-B4', '16:05', '17:00', 'Thursday']
['SC-204', '17:55', '18:50', 'Tuesday']
['SC-204', '17:55', '18:50', 'Thursday']
['SC-105', '19:45', '20:40', 'Monday']
['SC-105', '19:45', '20:40', 'Wednesday']
['ABW-5141', '10:20', '11:40', 'Monday']
['CA-A1', '12:25', '13:20', 'Friday']
['ABW-1170', '06:50', '09:50', 'Friday']
['CA-A1', '14:15', '15:10', 'Friday']
['ABE-3200', '06:50', '09:50', 'Wednesday']
['ABW-2150', '06:50', '09:50', 'Wednesday']
['ABE-2250', '10:20', '11:40', 'Tuesday']
['ABE-2250', '12:10', '13:30', 'Tuesday']
['ECP-KMW', '08:00', '13:00', 'Friday']
['HC-E128', '12:10', '13:30', 'Thursday']
['ABW-2100', '10:20', '11:40', 'Thursday']
['HH-B2', '10:20', '13:20', 'Wednesday']
['HH-B5', '10:20', '13:20', 'Wednesday']
['SC-101', '08:00', '08:55', 'Monday']
['SC-101', '08:00', '08:55', 'Thursday']
['CA-A5', '06:50', '09:50', 'Friday']
['HH-B1', '08:00', '09:20', 'Monday']
['HH-B1', '08:00', '09:20', 'Thursday']
['ABW-2150', '08:00', '09:20', 'Monday']
['ABW-2150', '08:00', '09:20', 'Thursday']
['SC-201', '08:00', '09:20', 'Monday']
['SC-201', '08:00', '09:20', 'Thursday']
['MU-113', '10:20', '11:40', 'Monday']
['MU-113', '10:20', '11:40', 'Thursday']
['ABE-4225', '10:20', '13:20', 'Tuesday']
['SC-135', '17:40', '19:00', 'Monday']
['SC-135', '14:00', '15:20', 'Monday']
['SC-135', '14:00', '15:20', 'Wednesday']
['ABE-2200', '15:50', '17:10', 'Tuesday']
['ABW-2125', '10:20', '11:40', 'Monday']
['ABW-2125', '10:20', '11:40', 'Thursday']
['ABW-2125', '15:50', '17:10', 'Monday']
['ABW-1170', '15:50', '17:10', 'Thursday']
['VH-105', '14:15', '15:10', 'Monday']
['VH-105', '14:15', '15:10', 'Wednesday']
['ABE-2225', '16:05', '17:00', 'Monday']
['ABE-2225', '16:05', '17:00', 'Wednesday']
['MU-115', '12:10', '13:30', 'Wednesday']
['SC-105', '15:50', '17:10', 'Wednesday']
['SC-114', '17:40', '19:00', 'Wednesday']
['CI-212', '10:20', '11:40', 'Tuesday']
['CI-103', '10:20', '11:40', 'Wednesday']
['SC-221', '17:40', '19:00', 'Wednesday']
['SC-216', '12:10', '13:30', 'Tuesday']
['CA-A4', '10:20', '11:40', 'Tuesday']
['SC-206', '12:10', '13:30', 'Monday']
['HH-A6', '12:10', '13:30', 'Wednesday']
['SC-101', '15:50', '17:10', 'Monday']
['MU-114', '14:00', '15:20', 'Monday']
['SC-104', '17:40', '19:00', 'Wednesday']
['SC-102', '17:40', '19:00', 'Tuesday']
['SC-103', '19:30', '20:50', 'Thursday']
['SC-102', '19:30', '20:50', 'Wednesday']
['SC-103', '19:30', '20:50', 'Tuesday']
['CI-101', '14:00', '15:20', 'Tuesday']
['CI-101', '12:10', '13:30', 'Tuesday']
['CI-101', '12:10', '13:30', 'Monday']
['CI-101', '10:20', '11:40', 'Monday']
['ABE-3200', '19:30', '20:50', 'Wednesday']
['HH-A1', '12:10', '13:30', 'Tuesday']
['SC-121', '17:40', '19:00', 'Thursday']
['ABW-2160', '10:20', '11:40', 'Monday']
['ABE-1180', '15:50', '17:10', 'Monday']
['ABE-1180', '15:50', '17:10', 'Wednesday']
['MU-115', '15:50', '17:10', 'Monday']
['MU-115', '15:50', '17:10', 'Wednesday']
['CI-201', '17:40', '19:00', 'Monday']
['CI-201', '17:40', '19:00', 'Wednesday']
['CI-101', '17:40', '20:40', 'Tuesday']
['MU-204', '15:50', '17:10', 'Monday']
['CI-103', '12:10', '13:30', 'Monday']
['CI-103', '12:10', '13:30', 'Thursday']
['FH-A4', '14:00', '15:20', 'Monday']
['FH-A4', '14:00', '15:20', 'Wednesday']
['CI-103', '10:20', '11:40', 'Monday']
['CI-103', '10:20', '11:40', 'Thursday']
['CI-103', '19:30', '20:50', 'Monday']
['CI-103', '19:30', '20:50', 'Wednesday']
['CI-103', '14:00', '15:20', 'Tuesday']
['CI-103', '14:00', '15:20', 'Thursday']
['CI-201', '10:20', '11:40', 'Monday']
['CI-201', '10:20', '11:40', 'Thursday']
['FH-A5', '14:00', '15:20', 'Thursday']
['FH-A6', '15:50', '17:10', 'Tuesday']
['FH-A6', '15:50', '17:10', 'Thursday']
['CI-212', '12:10', '13:30', 'Wednesday']
['HH-A7', '10:20', '13:20', 'Tuesday']
['CI-103', '14:00', '17:00', 'Wednesday']
['CI-212', '10:20', '11:40', 'Monday']
['CI-212', '10:20', '11:40', 'Thursday']
['CI-103', '17:40', '19:00', 'Monday']
['TIL-103B', '17:40', '20:40', 'Monday']
['CI-101', '08:30', '10:30', 'Tuesday']
['TIL-103B', '14:00', '16:00', 'Wednesday']
['TIL-103A', '11:20', '13:20', 'Wednesday']
['CI-101', '18:40', '20:40', 'Thursday']
['CI-101', '10:20', '13:20', 'Friday']
['CI-101', '10:20', '12:20', 'Wednesday']
['TIL-251', '10:20', '13:20', 'Monday']
['TIL-103A', '10:20', '13:20', 'Tuesday']
['CI-103', '15:50', '18:50', 'Tuesday']
['TIL-103B', '17:40', '20:40', 'Tuesday']
['CI-101', '12:10', '15:10', 'Thursday']
['CI-101', '14:00', '17:00', 'Monday']
['CI-101', '17:40', '20:40', 'Monday']
['CI-101', '17:40', '19:40', 'Wednesday']
['CA-A2', '15:50', '17:10', 'Tuesday']
['CI-103', '14:00', '17:00', 'Monday']
['CI-201', '14:00', '15:20', 'Monday']
['CI-201', '14:00', '15:20', 'Wednesday']
['SC-204', '10:20', '13:20', 'Friday']
['ED-025B', '15:50', '18:50', 'Monday']
['CI-201', '14:00', '15:20', 'Tuesday']
['CI-201', '14:00', '15:20', 'Thursday']
['HH-B6', '15:50', '18:50', 'Thursday']
['CI-201', '10:20', '13:20', 'Tuesday']
['CI-103', '17:40', '19:00', 'Thursday']
['CI-103', '10:20', '11:40', 'Tuesday']
['SC-205', '14:00', '17:00', 'Thursday']
['CI-101', '15:50', '17:10', 'Thursday']
['HH-A5', '19:30', '20:50', 'Thursday']
['SC-105', '14:00', '15:20', 'Tuesday']
['SC-207', '12:10', '13:30', 'Tuesday']
['HH-B6', '14:00', '15:20', 'Monday']
['SC-102', '14:00', '15:20', 'Wednesday']
['MU-114', '12:10', '13:30', 'Wednesday']
['CI-119', '10:20', '11:40', 'Tuesday']
['CI-119', '14:00', '15:20', 'Tuesday']
['CI-119', '12:10', '13:30', 'Monday']
['CI-119', '12:10', '13:30', 'Tuesday']
['CI-119', '17:40', '19:00', 'Monday']
['CI-119', '12:10', '13:30', 'Wednesday']
['CI-119', '14:00', '15:20', 'Wednesday']
['CI-119', '19:30', '20:50', 'Monday']
['CI-119', '15:50', '17:10', 'Tuesday']
['CI-119', '15:50', '17:10', 'Thursday']
['CI-119', '10:20', '11:40', 'Monday']
['CI-119', '15:50', '17:10', 'Wednesday']
['CI-103', '15:50', '17:10', 'Thursday']
['ABE-4450', '14:00', '15:20', 'Tuesday']
['HH-B3', '10:20', '11:40', 'Monday']
['ABE-4450', '12:10', '13:30', 'Wednesday']
['ABE-4450', '10:20', '11:40', 'Wednesday']
['ABE-4450', '10:20', '11:40', 'Friday']
['ABE-4450', '10:20', '11:40', 'Tuesday']
['BE-251', '14:00', '15:20', 'Monday']
['FH-A4', '19:30', '20:50', 'Tuesday']
['FH-A3', '12:10', '13:30', 'Wednesday']
['MU-115', '17:40', '19:00', 'Wednesday']
['MU-115', '17:40', '19:00', 'Monday']
['HH-A5', '17:40', '19:00', 'Thursday']
['CI-119', '12:10', '13:30', 'Thursday']
['HH-A6', '12:10', '13:30', 'Tuesday']
['MU-204', '12:10', '13:30', 'Wednesday']
['FH-A2', '12:10', '13:30', 'Wednesday']
['FH-A4', '12:10', '13:30', 'Wednesday']
['FH-A4', '14:00', '15:20', 'Friday']
['HH-A6', '10:20', '11:40', 'Wednesday']
['HH-A6', '15:50', '17:10', 'Friday']
['CI-212', '14:00', '15:20', 'Tuesday']
['CI-212', '14:00', '15:20', 'Thursday']
['MU-212', '15:50', '17:10', 'Tuesday']
